rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate
1429,Kepler-1517,b,Transit,1,5.54608367,0.00000709,-0.00000709,0,,,,,,,,,,,,,,,,,,0.871,0.249,-0.172,0,,,,,0,1,0,1,19h11m13.73s,287.80722,+43d11m19.6s,43.188778,869,238.65,-167.29,0,12.252,,0,0,Kepler-band,7010,117.01,-113.2,0,0,1.58,0.18,-0.15,0,0,1.95,0.53,-0.37,0,0,2016-05-10
1430,Kepler-1518,b,Transit,1,5.11177904,0.00005083,-0.00005083,0,,,,,,,,,,,,,,,,,,0.272,0.082,-0.056,0,,,,,0,1,0,1,20h01m19.77s,300.332385,+44d59m10.1s,44.986137,1140,368.49,-229.54,0,13.306,,0,0,Kepler-band,6846,320.29,-290.12,0,0,1.54,0.21,-0.18,0,0,1.88,0.61,-0.38,0,0,2016-05-10
1431,Kepler-1519,b,Transit,1,240.7989397,0.0006117,-0.0006117,0,,,,,,,,,,,,,,,,,,0.63,0.072,-0.048,0,,,,,0,1,0,1,19h46m40.30s,296.667903,+49d27m42.7s,49.461861,858,102.69,-68.77,0,14.822,,0,0,Kepler-band,5644,138.77,-112.71,0,0,0.94,0.06,-0.06,0,0,0.91,0.1,-0.07,0,0,2016-05-10
1432,Kepler-152,b,Transit,2,18.207973,0.000023,-0.000023,0,0.124,,,0,,,,,,,,,,,,,,0.249,0.015,-0.015,0,,,,,0,1,0,1,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,,,,,14.29,,0,0,Kepler-band,5088,100,-100,0,0,,,,,,0.72,0.04,-0.04,0,0,2014-05-14
1433,Kepler-152,c,Transit,2,88.255055,0.000309,-0.000309,0,0.356,,,0,,,,,,,,,,,,,,0.213,0.014,-0.014,0,,,,,0,1,0,1,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,,,,,14.29,,0,0,Kepler-band,5088,100,-100,0,0,,,,,,0.72,0.04,-0.04,0,0,2014-05-14
1434,Kepler-1520,b,Transit,1,0.65355357,0.00000016,-0.00000016,0,,,,,,,,,,,,,,,,,,0.515,0.02,-0.027,0,,,,,0,1,0,1,19h23m51.89s,290.966214,+51d30m17.0s,51.504723,636,27.1,-27.47,0,15.692,,0,0,Kepler-band,4677,82.29,-71.28,0,0,0.76,0.03,-0.04,0,0,0.71,0.03,-0.03,0,0,2016-05-10
1435,Kepler-1521,b,Transit,1,47.14840805,0.00007919,-0.00007919,0,,,,,,,,,,,,,,,,,,0.223,0.008,-0.009,0,,,,,0,1,0,1,19h30m45.67s,292.690301,+37d50m06.0s,37.835001,227,7.99,-8.08,0,12.86,,0,0,Kepler-band,5042,73.64,-58.14,0,0,0.81,0.03,-0.04,0,0,0.76,0.02,-0.03,0,0,2016-05-10
1436,Kepler-1522,b,Transit,1,1.84788917,0.00000272,-0.00000272,0,,,,,,,,,,,,,,,,,,0.154,0.021,-0.012,0,,,,,0,1,0,1,19h19m22.37s,289.843226,+52d04m12.6s,52.07016,690,92.63,-56.4,0,14.216,,0,0,Kepler-band,5706,131.97,-100.71,0,0,0.96,0.06,-0.06,0,0,0.93,0.12,-0.07,0,0,2016-05-10
1437,Kepler-1523,b,Transit,1,0.93875077,0.00000116,-0.00000116,0,,,,,,,,,,,,,,,,,,0.141,0.024,-0.013,0,,,,,0,1,0,1,19h44m12.97s,296.054062,+45d49m37.4s,45.827049,918,157.55,-91.5,0,14.86,,0,0,Kepler-band,5708,150,-158.59,0,0,0.97,0.07,-0.06,0,0,0.96,0.16,-0.09,0,0,2016-05-10
1438,Kepler-1524,b,Transit,1,70.9674603,0.0001723,-0.0001723,0,,,,,,,,,,,,,,,,,,0.316,0.131,-0.048,0,,,,,0,1,0,1,19h35m32.50s,293.885398,+39d31m11.3s,39.519818,506,208,-82.31,0,12.72,,0,0,Kepler-band,6179,148.99,-210.53,0,0,1.17,0.18,-0.1,0,0,1.25,0.52,-0.19,0,0,2016-05-10
1439,Kepler-1525,b,Transit,1,2.41660118,0.00000528,-0.00000528,0,,,,,,,,,,,,,,,,,,0.081,0.005,-0.004,0,,,,,0,1,0,1,19h22m14.28s,290.559517,+49d56m34.9s,49.943016,396,21.92,-17.81,0,12.737,,0,0,Kepler-band,5748,70.33,-66.29,0,0,1.07,0.03,-0.03,0,0,1.04,0.06,-0.04,0,0,2016-05-10
1440,Kepler-1526,b,Transit,1,3.908632,0.0000074,-0.0000074,0,,,,,,,,,,,,,,,,,,0.217,0.008,-0.035,0,,,,,0,1,0,1,19h00m28.73s,285.119706,+38d51m59.1s,38.866428,576,25.39,-29.72,0,15.646,,0,0,Kepler-band,4601,88.57,-73.91,0,0,0.73,0.03,-0.04,0,0,0.69,0.03,-0.03,0,0,2016-05-10
1441,Kepler-1527,b,Transit,1,160.129918,0.001742,-0.001742,0,,,,,,,,,,,,,,,,,,0.426,0.174,-0.067,0,,,,,0,1,0,1,19h49m39.46s,297.414414,+46d03m38.9s,46.060818,1560,607.88,-244.66,0,15.13,,0,0,Kepler-band,6224,111.75,-166.75,0,0,1.21,0.17,-0.1,0,0,1.32,0.52,-0.2,0,0,2016-05-10
1442,Kepler-1528,b,Transit,1,1.79111021,0.0000077,-0.0000077,0,,,,,,,,,,,,,,,,,,0.13,0.022,-0.012,0,,,,,0,1,0,1,19h09m36.71s,287.402943,+46d34m26.3s,46.573986,916,153.44,-82.9,0,14.496,,0,0,Kepler-band,5857,88.96,-92.52,0,0,1.03,0.06,-0.06,0,0,1.03,0.17,-0.09,0,0,2016-05-10
1443,Kepler-1529,b,Transit,1,5.33905686,0.00001277,-0.00001277,0,,,,,,,,,,,,,,,,,,0.187,0.013,-0.01,0,,,,,0,1,0,1,19h19m28.97s,289.870716,+41d02m26.6s,41.040728,683,34.35,-37.66,0,15.362,,0,0,Kepler-band,5048,65.08,-97.92,0,0,0.81,0.04,-0.04,0,0,0.77,0.03,-0.04,0,0,2016-05-10
1444,Kepler-153,b,Transit,2,18.870227,0.000039,-0.000039,0,0.129,,,0,,,,,,,,,,,,,,0.261,0.157,-0.157,0,,,,,0,1,0,1,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,,,,,14.262,,0,0,Kepler-band,5404,200,-200,0,0,,,,,,0.89,0.54,-0.54,0,0,2014-05-14
1445,Kepler-153,c,Transit,2,46.90232,0.000215,-0.000215,0,0.237,,,0,,,,,,,,,,,,,,0.226,0.136,-0.136,0,,,,,0,1,0,1,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,,,,,14.262,,0,0,Kepler-band,5404,200,-200,0,0,,,,,,0.89,0.54,-0.54,0,0,2014-05-14
1446,Kepler-1530,b,Transit,2,2.5904434,0.0001715,-0.0001715,0,,,,,,,,,,,,,,,,,,0.146,0.019,-0.01,0,,,,,0,1,0,1,19h12m39.00s,288.162502,+48d09m54.6s,48.165154,552,58.49,-32.93,0,14.026,,0,0,Kepler-band,5477,62.89,-65.13,0,0,0.92,0.04,-0.04,0,0,0.88,0.09,-0.05,0,0,2016-05-10
1447,Kepler-1530,c,Transit,2,5.3227406,0.0006331,-0.0006331,0,,,,,,,,,,,,,,,,,,0.147,0.021,-0.01,0,,,,,0,1,0,1,19h12m39.00s,288.162502,+48d09m54.6s,48.165154,552,58.49,-32.93,0,14.026,,0,0,Kepler-band,5477,62.89,-65.13,0,0,0.92,0.04,-0.04,0,0,0.88,0.09,-0.05,0,0,2016-05-10
1448,Kepler-1531,b,Transit,1,1.13854338,0.00000259,-0.00000259,0,,,,,,,,,,,,,,,,,,0.099,0.043,-0.016,0,,,,,0,1,0,1,19h00m35.18s,285.146577,+39d22m14.9s,39.370798,670,284.38,-114.87,0,13.194,,0,0,Kepler-band,6260,161.61,-182.91,0,0,1.16,0.2,-0.12,0,0,1.27,0.55,-0.21,0,0,2016-05-10
1449,Kepler-1532,b,Transit,1,1.09366356,0.00000216,-0.00000216,0,,,,,,,,,,,,,,,,,,0.12,0.016,-0.011,0,,,,,0,1,0,1,19h47m36.68s,296.902813,+41d11m53.5s,41.198191,824,109.1,-67.11,0,14.815,,0,0,Kepler-band,5559,129.54,-75.54,0,0,0.91,0.06,-0.06,0,0,0.88,0.11,-0.07,0,0,2016-05-10
1450,Kepler-1533,b,Transit,1,308.5471,0.002415,-0.002415,0,,,,,,,,,,,,,,,,,,0.309,0.133,-0.061,0,,,,,0,1,0,1,19h43m54.13s,295.975556,+44d42m48.4s,44.713445,852,355.97,-171.63,0,13.215,,0,0,Kepler-band,6431,243.97,-226.69,0,0,1.31,0.22,-0.15,0,0,1.51,0.65,-0.3,0,0,2016-05-10
1451,Kepler-1534,b,Transit,1,5.71668872,0.00002925,-0.00002925,0,,,,,,,,,,,,,,,,,,0.169,0.02,-0.013,0,,,,,0,1,0,1,19h29m34.89s,292.395391,+43d52m08.7s,43.869072,1107,122.19,-78.71,0,15.665,,0,0,Kepler-band,5442,130.03,-110.47,0,0,0.9,0.05,-0.05,0,0,0.86,0.09,-0.06,0,0,2016-05-10
1452,Kepler-1535,b,Transit,1,138.9442,0.001214,-0.001214,0,,,,,,,,,,,,,,,,,,0.227,0.022,-0.017,0,,,,,0,1,0,1,19h06m27.29s,286.613698,+38d53m31.1s,38.891969,879,80.45,-64.46,0,14.208,,0,0,Kepler-band,6021,94.56,-92.04,0,0,1.08,0.04,-0.04,0,0,1.11,0.1,-0.08,0,0,2016-05-10
1453,Kepler-1536,b,Transit,1,364.758031,0.00582,-0.00582,0,,,,,,,,,,,,,,,,,,0.28,0.032,-0.047,0,,,,,0,1,0,1,19h26m20.44s,291.585187,+45d42m56.8s,45.71579,401,20.15,-25.27,0,15.188,,0,0,Kepler-band,4434,69.95,-76.77,0,0,0.71,0.04,-0.05,0,0,0.67,0.03,-0.04,0,0,2016-05-10
1454,Kepler-1537,b,Transit,1,1.4444538,0.00000233,-0.00000233,0,,,,,,,,,,,,,,,,,,0.105,0.005,-0.008,0,,,,,0,1,0,1,19h37m32.50s,294.385398,+43d49m31.7s,43.82547,503,30.79,-30.12,0,14.536,,0,0,Kepler-band,5079,106.9,-78.8,0,0,0.81,0.04,-0.05,0,0,0.77,0.04,-0.04,0,0,2016-05-10
1455,Kepler-1538,b,Transit,1,175.138819,0.002807,-0.002807,0,,,,,,,,,,,,,,,,,,0.252,0.062,-0.028,0,,,,,0,1,0,1,18h53m22.97s,283.345714,+45d16m28.0s,45.274456,1291,322,-121.25,0,15.245,,0,0,Kepler-band,5837,68.83,-71.61,0,0,1.03,0.05,-0.06,0,0,1.03,0.26,-0.09,0,0,2016-05-10
1456,Kepler-1539,b,Transit,1,133.3036741,0.0008843,-0.0008843,0,,,,,,,,,,,,,,,,,,0.241,0.017,-0.013,0,,,,,0,1,0,1,18h56m52.66s,284.219433,+44d16m06.8s,44.268543,788,47.63,-45.67,0,15.307,,0,0,Kepler-band,5176,55.53,-57.95,0,0,0.84,0.04,-0.04,0,0,0.8,0.05,-0.04,0,0,2016-05-10
1457,Kepler-154,b,Transit,5,33.040532,0.000215,-0.000215,0,0.198,,,0,,,,,,,,,,,,,,0.202,0.039,-0.039,0,,,,,0,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.89653,,,,,14.534,,0,0,Kepler-band,5690,108,-108,0,0,0.89,,,0,0,1,0.19,-0.19,0,0,2014-05-14
1458,Kepler-154,c,Transit,5,62.303276,0.000406,-0.000406,0,0.303,,,0,,,,,,,,,,,,,,0.263,0.055,-0.055,0,,,,,0,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.89653,,,,,14.534,,0,0,Kepler-band,5690,108,-108,0,0,0.89,,,0,0,1,0.19,-0.19,0,0,2014-05-14
1459,Kepler-154,d,Transit,5,20.54981883,0.00002572,-0.00002572,0,,,,,,,,,,,,,,,,,,0.343,0.029,-0.021,0,,,,,0,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.89653,,,,,14.534,,0,0,Kepler-band,5690,108,-108,0,0,0.89,,,0,0,1,0.19,-0.19,0,0,2016-05-10
1460,Kepler-154,e,Transit,5,3.93276465,0.00001225,-0.00001225,0,,,,,,,,,,,,,,,,,,0.134,0.012,-0.011,0,,,,,0,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.89653,,,,,14.534,,0,0,Kepler-band,5690,108,-108,0,0,0.89,,,0,0,1,0.19,-0.19,0,0,2016-05-10
1461,Kepler-154,f,Transit,5,9.91935684,0.00007788,-0.00007788,0,,,,,,,,,,,,,,,,,,0.134,0.03,-0.019,0,,,,,0,1,0,1,19h19m07.33s,289.780522,+49d53m47.5s,49.89653,,,,,14.534,,0,0,Kepler-band,5690,108,-108,0,0,0.89,,,0,0,1,0.19,-0.19,0,0,2016-05-10
1462,Kepler-1540,b,Transit,1,125.4131177,0.0004189,-0.0004189,0,,,,,,,,,,,,,,,,,,0.222,0.017,-0.012,0,,,,,0,1,0,1,18h53m22.68s,283.344497,+41d12m06.3s,41.201741,262,12.12,-13.24,0,14.073,,0,0,Kepler-band,4540,69.37,-88.2,0,0,0.74,0.03,-0.04,0,0,0.69,0.03,-0.03,0,0,2016-05-10
1463,Kepler-1541,b,Transit,1,8.40691199,0.00002698,-0.00002698,0,,,,,,,,,,,,,,,,,,0.103,0.009,-0.007,0,,,,,0,1,0,1,18h55m08.88s,283.787004,+48d01m46.4s,48.029564,414,30.62,-25.13,0,13.801,,0,0,Kepler-band,5282,75.06,-78.58,0,0,0.86,0.04,-0.04,0,0,0.81,0.06,-0.04,0,0,2016-05-10
1464,Kepler-1542,b,Transit,4,3.95116882,0.00001633,-0.00001633,0,,,,,,,,,,,,,,,,,,0.068,0.01,-0.007,0,,,,,0,1,0,1,19h02m54.84s,285.728495,+42d39m16.3s,42.65453,336,45.17,-31.3,0,12.639,,0,0,Kepler-band,5564,63.25,-63.29,0,0,0.94,0.03,-0.03,0,0,0.99,0.13,-0.09,0,0,2016-05-10
1465,Kepler-1542,c,Transit,4,2.89223021,0.00001472,-0.00001472,0,,,,,,,,,,,,,,,,,,0.058,0.008,-0.005,0,,,,,0,1,0,1,19h02m54.84s,285.728495,+42d39m16.3s,42.65453,336,45.17,-31.3,0,12.639,,0,0,Kepler-band,5564,63.25,-63.29,0,0,0.94,0.03,-0.03,0,0,0.99,0.13,-0.09,0,0,2016-05-10
1466,Kepler-1542,d,Transit,4,5.99273738,0.0000226,-0.0000226,0,,,,,,,,,,,,,,,,,,0.078,0.011,-0.008,0,,,,,0,1,0,1,19h02m54.84s,285.728495,+42d39m16.3s,42.65453,336,45.17,-31.3,0,12.639,,0,0,Kepler-band,5564,63.25,-63.29,0,0,0.94,0.03,-0.03,0,0,0.99,0.13,-0.09,0,0,2016-05-10
1467,Kepler-1542,e,Transit,4,5.10115756,0.00002409,-0.00002409,0,,,,,,,,,,,,,,,,,,0.068,0.009,-0.007,0,,,,,0,1,0,1,19h02m54.84s,285.728495,+42d39m16.3s,42.65453,336,45.17,-31.3,0,12.639,,0,0,Kepler-band,5564,63.25,-63.29,0,0,0.94,0.03,-0.03,0,0,0.99,0.13,-0.09,0,0,2016-05-10
1468,Kepler-1543,b,Transit,1,6.96710269,0.00003285,-0.00003285,0,,,,,,,,,,,,,,,,,,0.242,0.108,-0.045,0,,,,,0,1,0,1,19h48m29.83s,297.124312,+47d02m13.3s,47.037025,1114,484.77,-206.54,0,13.487,,0,0,Kepler-band,6561,148.25,-171.68,0,0,1.39,0.23,-0.14,0,0,1.65,0.74,-0.3,0,0,2016-05-10
1469,Kepler-1544,b,Transit,1,168.811174,0.001271,-0.001271,0,,,,,,,,,,,,,,,,,,0.159,0.008,-0.006,0,,,,,0,1,0,1,19h49m08.40s,297.28499,+49d12m44.8s,49.212456,349,9.58,-10.02,0,14.061,,0,0,Kepler-band,4886,73.93,-56.64,0,0,0.81,0.02,-0.03,0,0,0.74,0.02,-0.02,0,0,2016-05-10
1470,Kepler-1545,b,Transit,1,163.692349,0.001383,-0.001383,0,,,,,,,,,,,,,,,,,,0.241,0.02,-0.016,0,,,,,0,1,0,1,19h55m35.70s,298.898763,+47d27m47.1s,47.463093,688,45.58,-43.69,0,15.031,,0,0,Kepler-band,5201,136.42,-84.36,0,0,0.84,0.04,-0.05,0,0,0.8,0.05,-0.05,0,0,2016-05-10
1471,Kepler-1546,b,Transit,1,19.5974971,0.0001407,-0.0001407,0,,,,,,,,,,,,,,,,,,0.279,0.052,-0.03,0,,,,,0,1,0,1,19h50m20.15s,297.583942,+41d32m28.4s,41.541227,994,200.5,-111.52,0,15.412,,0,0,Kepler-band,5623,325.49,-260.22,0,0,0.95,0.11,-0.07,0,0,0.93,0.17,-0.09,0,0,2016-05-10
1472,Kepler-1547,b,Transit,1,0.69297968,0.00000149,-0.00000149,0,,,,,,,,,,,,,,,,,,0.08,0.025,-0.011,0,,,,,0,1,0,1,18h55m03.38s,283.764074,+42d13m19.8s,42.222172,665,204.08,-83.13,0,13.447,,0,0,Kepler-band,6078,94.46,-139.23,0,0,1.12,0.1,-0.08,0,0,1.18,0.36,-0.14,0,0,2016-05-10
1473,Kepler-1548,b,Transit,1,124.828679,0.001524,-0.001524,0,,,,,,,,,,,,,,,,,,0.236,0.048,-0.019,0,,,,,0,1,0,1,19h09m53.10s,287.471233,+46d04m50.4s,46.080666,1150,228.49,-90.89,0,15.259,,0,0,Kepler-band,5706,63.43,-77.25,0,0,0.99,0.04,-0.05,0,0,0.97,0.19,-0.07,0,0,2016-05-10
1474,Kepler-1549,b,Transit,1,214.886545,0.003111,-0.003111,0,,,,,,,,,,,,,,,,,,0.229,0.02,-0.018,0,,,,,0,1,0,1,19h04m12.58s,286.052426,+39d05m45.8s,39.096053,792,68.31,-49.5,0,15.188,,0,0,Kepler-band,5324,103.58,-124.08,0,0,0.88,0.04,-0.05,0,0,0.84,0.07,-0.05,0,0,2016-05-10
1475,Kepler-155,b,Transit,2,5.931194,0.000008,-0.000008,0,0.056,,,0,,,,,,,,,,,,,,0.186,0.019,-0.019,0,,,,,0,1,0,1,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,,,,,14.258,,0,0,Kepler-band,4508,100,-100,0,0,0.58,,,0,0,0.62,0.03,-0.03,0,0,2014-05-14
1476,Kepler-155,c,Transit,2,52.661793,0.000236,-0.000236,0,0.242,,,0,,,,,,,,,,,,,,0.2,0.013,-0.013,0,,,,,0,1,0,1,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,,,,,14.258,,0,0,Kepler-band,4508,100,-100,0,0,0.58,,,0,0,0.62,0.03,-0.03,0,0,2014-05-14
1477,Kepler-1550,b,Transit,1,225.582809,0.003846,-0.003846,0,,,,,,,,,,,,,,,,,,0.269,0.063,-0.034,0,,,,,0,1,0,1,19h11m03.49s,287.76456,+38d17m40.9s,38.294704,1202,285.84,-154.28,0,14.9,,0,0,Kepler-band,5991,161.09,-159.37,0,0,1.07,0.1,-0.08,0,0,1.11,0.26,-0.14,0,0,2016-05-10
1478,Kepler-1551,b,Transit,1,24.4973698,0.0002094,-0.0002094,0,,,,,,,,,,,,,,,,,,0.237,0.081,-0.037,0,,,,,0,1,0,1,19h43m08.52s,295.785514,+39d54m28.5s,39.907921,1560,538.34,-239.75,0,15.152,,0,0,Kepler-band,6136,242.35,-164.67,0,0,1.14,0.17,-0.09,0,0,1.22,0.42,-0.18,0,0,2016-05-10
1479,Kepler-1552,b,Transit,1,184.771853,0.001546,-0.001546,0,,,,,,,,,,,,,,,,,,0.22,0.01,-0.009,0,,,,,0,1,0,1,19h26m42.44s,291.676831,+38d52m29.7s,38.874915,618,19.67,-19.66,0,14.838,,0,0,Kepler-band,5202,85.4,-75.4,0,0,0.85,0.03,-0.04,0,0,0.78,0.02,-0.02,0,0,2016-05-10
1480,Kepler-1553,b,Transit,1,4.24261881,0.00002781,-0.00002781,0,,,,,,,,,,,,,,,,,,0.103,0.009,-0.008,0,,,,,0,1,0,1,19h27m40.60s,291.919159,+39d01m20.2s,39.022273,719,54.8,-48.07,0,14.955,,0,0,Kepler-band,5288,98.79,-66.74,0,0,0.85,0.04,-0.05,0,0,0.81,0.06,-0.05,0,0,2016-05-10
1481,Kepler-1554,b,Transit,1,198.088774,0.002456,-0.002456,0,,,,,,,,,,,,,,,,,,0.259,0.021,-0.024,0,,,,,0,1,0,1,19h06m18.28s,286.576164,+41d44m29.3s,41.741473,982,81.12,-75.47,0,15.717,,0,0,Kepler-band,5297,102.5,-97.44,0,0,0.84,0.05,-0.06,0,0,0.81,0.06,-0.06,0,0,2016-05-10
1482,Kepler-1555,b,Transit,1,8.10501635,0.00008122,-0.00008122,0,,,,,,,,,,,,,,,,,,0.144,0.041,-0.015,0,,,,,0,1,0,1,19h10m32.51s,287.635473,+45d42m57.8s,45.716061,1382,390.99,-145.03,0,15.353,,0,0,Kepler-band,5866,71.46,-82.62,0,0,1.04,0.06,-0.06,0,0,1.06,0.3,-0.1,0,0,2016-05-10
1483,Kepler-1556,b,Transit,1,8.82713457,0.00004025,-0.00004025,0,,,,,,,,,,,,,,,,,,0.175,0.036,-0.013,0,,,,,0,1,0,1,19h13m35.28s,288.397002,+40d12m47.5s,40.2132,1060,212.39,-81.53,0,15.247,,0,0,Kepler-band,5608,69.12,-91.9,0,0,0.97,0.05,-0.05,0,0,0.95,0.19,-0.07,0,0,2016-05-10
1484,Kepler-1557,b,Transit,1,3.74032496,0.00002165,-0.00002165,0,,,,,,,,,,,,,,,,,,0.136,0.045,-0.019,0,,,,,0,1,0,1,19h35m31.54s,293.881413,+46d50m20.0s,46.838879,1532,496.29,-217.9,0,15.331,,0,0,Kepler-band,6099,112,-191.52,0,0,1.11,0.14,-0.1,0,0,1.17,0.38,-0.15,0,0,2016-05-10
1485,Kepler-1558,b,Transit,1,3.50470358,0.00001612,-0.00001612,0,,,,,,,,,,,,,,,,,,0.061,0.005,-0.004,0,,,,,0,1,0,1,19h07m16.65s,286.819367,+46d54m42.1s,46.911694,343,18.28,-17.2,0,13.632,,0,0,Kepler-band,5101,59.21,-59.69,0,0,0.83,0.04,-0.04,0,0,0.79,0.04,-0.04,0,0,2016-05-10
1486,Kepler-1559,b,Transit,1,0.97191543,0.00000379,-0.00000379,0,,,,,,,,,,,,,,,,,,0.064,0.006,-0.004,0,,,,,0,1,0,1,19h29m08.78s,292.28658,+42d04m20.8s,42.072456,580,45.85,-36.2,0,14.5,,0,0,Kepler-band,5316,98.57,-97.87,0,0,0.86,0.04,-0.05,0,0,0.82,0.06,-0.05,0,0,2016-05-10
1487,Kepler-156,b,Transit,2,4.973456,0.000008,-0.000008,0,0.054,,,0,,,,,,,,,,,,,,0.205,0.015,-0.015,0,,,,,0,1,0,1,19h21m11.16s,290.296515,+37d44m58.2s,37.74949,,,,,14.172,,0,0,Kepler-band,5094,100,-100,0,0,,,,,,0.81,0.05,-0.05,0,0,2014-05-14
1488,Kepler-156,c,Transit,2,15.906801,0.000045,-0.000045,0,0.117,,,0,,,,,,,,,,,,,,0.227,0.017,-0.017,0,,,,,0,1,0,1,19h21m11.16s,290.296515,+37d44m58.2s,37.74949,,,,,14.172,,0,0,Kepler-band,5094,100,-100,0,0,,,,,,0.81,0.05,-0.05,0,0,2014-05-14
1489,Kepler-1560,b,Transit,1,3.03195744,0.00001306,-0.00001306,0,,,,,,,,,,,,,,,,,,0.079,0.016,-0.008,0,,,,,0,1,0,1,19h31m08.31s,292.784608,+43d12m57.5s,43.215984,529,103.61,-55.05,0,13.421,,0,0,Kepler-band,5815,103.32,-136.29,0,0,1.02,0.06,-0.06,0,0,1.02,0.2,-0.1,0,0,2016-05-10
1490,Kepler-1561,b,Transit,1,1.00520701,0.0000051,-0.0000051,0,,,,,,,,,,,,,,,,,,0.097,0.023,-0.016,0,,,,,0,1,0,1,19h47m41.66s,296.923604,+43d33m59.3s,43.566467,993,241.47,-143.29,0,14.658,,0,0,Kepler-band,5957,196.63,-233.87,0,0,1.07,0.12,-0.09,0,0,1.11,0.27,-0.15,0,0,2016-05-10
1491,Kepler-1562,b,Transit,1,64.2737752,0.0007141,-0.0007141,0,,,,,,,,,,,,,,,,,,0.317,0.089,-0.037,0,,,,,0,1,0,1,19h37m49.37s,294.455709,+46d44m37.0s,46.743614,1315,367.19,-136.34,0,15.589,,0,0,Kepler-band,5760,63.34,-73.97,0,0,1.02,0.06,-0.05,0,0,1.05,0.29,-0.11,0,0,2016-05-10
1492,Kepler-1563,b,Transit,1,3.43276598,0.00002976,-0.00002976,0,,,,,,,,,,,,,,,,,,0.067,0.011,-0.007,0,,,,,0,1,0,1,19h14m17.66s,288.573588,+51d28m21.9s,51.472755,547,85.44,-49.91,0,13.583,,0,0,Kepler-band,5765,100.22,-106.69,0,0,1,0.05,-0.05,0,0,0.99,0.15,-0.08,0,0,2016-05-10
1493,Kepler-1564,b,Transit,1,18.0540381,0.0001919,-0.0001919,0,,,,,,,,,,,,,,,,,,0.131,0.017,-0.012,0,,,,,0,1,0,1,19h22m20.67s,290.586124,+46d38m33.7s,46.642689,872,109.15,-56.91,0,15.004,,0,0,Kepler-band,5528,77.11,-90.36,0,0,0.93,0.04,-0.05,0,0,0.9,0.11,-0.05,0,0,2016-05-10
1494,Kepler-1565,b,Transit,1,1.53818844,0.00000686,-0.00000686,0,,,,,,,,,,,,,,,,,,0.106,0.007,-0.011,0,,,,,0,1,0,1,19h51m48.71s,297.952967,+40d48m24.5s,40.806808,657,35.4,-60.31,0,15.329,,0,0,Kepler-band,4940,81.88,-52.6,0,0,0.76,0.04,-0.06,0,0,0.73,0.04,-0.06,0,0,2016-05-10
1495,Kepler-1566,b,Transit,1,0.53991524,0.00000135,-0.00000135,0,,,,,,,,,,,,,,,,,,0.07,0.007,-0.004,0,,,,,0,1,0,1,18h54m21.03s,283.587614,+40d34m29.7s,40.574927,511,37.54,-34.41,0,14.311,,0,0,Kepler-band,5254,97.81,-89.64,0,0,0.84,0.04,-0.05,0,0,0.81,0.06,-0.05,0,0,2016-05-10
1496,Kepler-1567,b,Transit,1,153.979578,0.001785,-0.001785,0,,,,,,,,,,,,,,,,,,0.244,0.036,-0.021,0,,,,,0,1,0,1,19h06m46.85s,286.6952,+40d17m30.5s,40.291819,1226,172.01,-109.09,0,15.672,,0,0,Kepler-band,5655,149.03,-167.77,0,0,0.95,0.06,-0.06,0,0,0.93,0.13,-0.07,0,0,2016-05-10
1497,Kepler-1568,b,Transit,1,20.925392,0.0002521,-0.0002521,0,,,,,,,,,,,,,,,,,,0.116,0.019,-0.013,0,,,,,0,1,0,1,19h16m43.84s,289.182664,+47d52m24.2s,47.873383,883,134.46,-97.28,0,13.966,,0,0,Kepler-band,5956,69.05,-55.35,0,0,1.09,0.04,-0.04,0,0,1.19,0.18,-0.13,0,0,2016-05-10
